emp_length,state,homeownership,debt_to_income,annual_income,open_credit_lines,total_credit_limit,total_credit_utilized,total_debit_limit,loan_amount,interest_rate,installment,grade,balance,paid_interest,income_group,loan_to_income,credit_utilization_rate,debt_burden
10,IL,MORTGAGE,13.6,110000.0,16,204219,43001,51100,20000,9.92,644.6,B,18346.12,468.9,High,0.18,0.21,13.81
10,FL,MORTGAGE,23.85,110000.0,23,432490,111743,94500,22000,9.92,466.57,B,21138.81,526.4,High,0.2,0.26,24.11
7,SD,OWN,18.33,62000.0,13,41012,20390,13700,8000,9.43,256.01,B,7416.0,179.84,Low,0.13,0.5,18.83
7,CT,RENT,20.99,35000.0,8,33881,13999,6200,1000,10.91,32.7,B,879.79,42.08,Low,0.03,0.41,21.4
2,NV,MORTGAGE,18.42,75000.0,10,57830,20372,15600,3000,9.93,96.71,B,0.0,100.03,High,0.04,0.35,18.77
2,RI,MORTGAGE,21.6,85000.0,9,283647,59178,34300,20000,10.91,433.96,B,18977.66,701.38,High,0.24,0.21,21.81
10,PA,MORTGAGE,28.46,116000.0,11,255145,50350,23850,14000,10.91,303.77,B,13284.37,490.96,High,0.12,0.2,28.66
10,VA,MORTGAGE,62.58,45000.0,21,308171,97445,38400,15000,10.41,486.91,B,13920.33,363.71,Low,0.33,0.32,62.9
10,MO,MORTGAGE,30.13,95000.0,11,426809,123135,20300,14900,10.42,319.67,B,13931.89,621.61,High,0.16,0.29,30.42
4,NY,RENT,8.64,112000.0,12,144803,21041,30700,15000,9.93,483.52,B,13173.04,582.36,High,0.13,0.15,8.79
5,GA,OWN,11.37,160000.0,11,231700,70345,12600,10000,11.98,332.05,B,9057.13,378.67,High,0.06,0.3,11.67
10,MI,MORTGAGE,20.32,73000.0,13,276433,39956,38300,4550,9.44,145.63,B,4105.44,135.57,High,0.06,0.14,20.46
1,CA,MORTGAGE,9.34,120000.0,5,186700,32934,11700,15000,10.9,325.39,B,14620.0,252.61,High,0.12,0.18,9.52
10,DE,RENT,21.56,55000.0,6,282145,310894,12700,1550,9.93,49.97,B,970.37,29.45,Low,0.03,1.1,22.66
10,TX,MORTGAGE,15.07,194000.0,13,109700,82404,32200,24000,11.99,797.03,B,21157.61,1126.77,High,0.12,0.75,15.82
4,CA,RENT,19.42,55000.0,14,62148,33917,11800,4000,11.98,132.82,B,3623.07,151.69,Low,0.07,0.55,19.97
2,WA,MORTGAGE,20.1,133000.0,10,591587,148791,54400,24000,10.42,514.91,B,22757.9,803.65,High,0.18,0.25,20.35
3,IN,MORTGAGE,8.47,90000.0,12,191864,21920,22900,2500,10.9,81.73,B,2321.32,65.0,High,0.03,0.11,8.58
10,MN,MORTGAGE,3.99,72000.0,12,206914,3755,15100,10000,9.43,209.68,B,9603.61,222.17,High,0.14,0.02,4.01
6,AL,MORTGAGE,19.12,60000.0,5,294287,37706,2000,5000,10.42,162.33,B,4518.12,164.55,Low,0.08,0.13,19.25
10,ID,RENT,7.08,120000.0,5,50432,37647,12500,12600,10.91,411.98,B,11085.68,568.4,High,0.1,0.75,7.83
5,CO,MORTGAGE,3.21,55000.0,5,192930,6801,20500,9000,11.98,298.85,B,8139.2,225.55,Low,0.16,0.04,3.25
10,WA,RENT,5.23,289139.0,7,57800,20505,14600,8000,11.99,265.68,B,7245.8,303.19,High,0.03,0.35,5.58
1,NY,RENT,7.32,60000.0,4,22600,14545,22600,13000,10.41,421.99,B,11703.61,272.33,Low,0.22,0.64,7.96
2,CA,RENT,11.23,50000.0,10,33568,14360,24300,20000,11.98,664.1,B,19066.5,381.39,Low,0.4,0.43,11.66
10,FL,MORTGAGE,13.82,67400.0,9,216344,21433,14500,15000,9.92,318.12,B,14412.81,358.9,Low,0.22,0.1,13.92
4,GA,RENT,13.2,40000.0,13,40067,35537,2700,6000,9.44,192.03,B,5264.37,221.37,Low,0.15,0.89,14.09
10,WI,RENT,9.82,75000.0,7,26200,21494,22800,32000,9.93,678.81,B,30323.29,1020.88,High,0.43,0.82,10.64
5,NJ,RENT,19.26,75000.0,25,118155,33670,34500,10000,11.99,332.1,B,8815.65,469.49,High,0.13,0.28,19.54
10,LA,RENT,5.81,70000.0,10,58069,15746,46500,10000,10.42,214.55,B,9350.23,408.51,Low,0.14,0.27,6.08
0,AZ,RENT,18.04,52278.85,7,107000,24676,49000,21200,10.42,688.26,B,19156.89,697.66,Low,0.41,0.23,18.27
6,MO,MORTGAGE,31.35,40000.0,7,176680,36173,800,14400,9.92,464.11,B,13356.21,340.6,Low,0.36,0.2,31.55
10,CA,MORTGAGE,12.67,91000.0,10,53640,30402,17700,12000,10.9,392.3,B,11142.36,311.99,High,0.13,0.57,13.24
1,VA,RENT,16.37,100000.0,11,91848,24219,63700,18000,9.44,576.09,B,15793.1,664.11,High,0.18,0.26,16.63
10,GA,MORTGAGE,10.27,75000.0,12,181225,40833,24600,28000,9.43,587.1,B,26890.12,636.75,High,0.37,0.23,10.5
10,TX,MORTGAGE,28.58,69131.0,8,333816,50674,14500,25000,9.43,524.2,B,24009.03,555.44,Low,0.36,0.15,28.73
5,MI,OWN,6.13,55000.0,3,18634,11521,7000,17000,10.41,551.83,B,15776.38,412.21,Low,0.31,0.62,6.75
10,NY,OWN,2.94,75000.0,6,448300,148,3300,16000,9.43,335.49,B,15365.77,363.86,High,0.21,0.0,2.94
10,IL,MORTGAGE,19.76,65000.0,8,134688,11775,700,12000,9.92,386.76,B,11130.17,283.84,Low,0.18,0.09,19.85
2,TX,OWN,27.11,34000.0,10,47029,32788,8900,20000,9.92,644.6,B,19037.5,304.66,Low,0.59,0.7,27.81
1,NC,MORTGAGE,11.8,135000.0,13,293413,41789,26000,11000,9.92,233.29,B,0.06,263.2,High,0.08,0.14,11.94
9,MO,MORTGAGE,17.67,71000.0,13,259407,31078,52500,24500,9.93,519.71,B,22888.69,973.72,High,0.35,0.12,17.79
10,FL,MORTGAGE,8.52,70000.0,10,130596,16337,7200,15000,11.98,498.08,B,13944.54,428.8,Low,0.21,0.13,8.65
10,WV,MORTGAGE,14.11,50000.0,20,240758,12199,16400,10400,10.9,340.0,B,9656.69,264.09,Low,0.21,0.05,14.16
10,OH,MORTGAGE,80.75,50000.0,15,333189,122964,25300,8000,9.93,257.88,B,7223.71,250.82,Low,0.16,0.37,81.12
10,AZ,OWN,12.98,54000.0,5,36739,27830,3500,4800,10.91,156.95,B,4223.05,215.42,Low,0.09,0.76,13.74
10,VA,MORTGAGE,20.5,80000.0,12,443437,272922,16500,25000,11.99,830.24,B,0.0,1342.56,High,0.31,0.62,21.12
2,NY,RENT,5.78,55000.0,5,12500,10782,9300,6000,11.98,199.23,B,5577.82,171.52,Low,0.11,0.86,6.64
0,TN,RENT,15.92,43000.0,22,30879,12384,9900,5000,9.44,160.03,B,4511.49,159.93,Low,0.12,0.4,16.32
0,MA,RENT,32.87,72000.0,15,116125,90151,4400,7000,9.92,225.61,B,6663.13,106.63,High,0.1,0.78,33.65
2,GA,RENT,9.37,65000.0,7,29158,16497,1500,24000,10.41,779.05,B,22272.55,595.82,Low,0.37,0.57,9.94
5,TX,MORTGAGE,22.52,52000.0,17,265937,64636,25700,10000,10.42,324.65,B,9036.27,320.4,Low,0.19,0.24,22.76
4,OH,MORTGAGE,13.69,32000.0,4,151264,6702,3800,8000,9.44,256.04,B,7019.16,295.16,Low,0.25,0.04,13.73
4,TX,RENT,18.46,84000.0,15,72590,48402,17400,15000,9.44,480.08,B,13160.89,553.42,High,0.18,0.67,19.13
2,CA,RENT,8.71,108254.9,23,131422,6698,76400,21000,10.9,686.52,B,20003.96,364.28,High,0.19,0.05,8.76
3,CT,MORTGAGE,23.37,85000.0,17,534326,118114,54000,12000,9.93,386.82,B,10538.41,465.89,High,0.14,0.22,23.59
9,NY,MORTGAGE,1.48,275000.0,8,218147,12651,44700,40000,9.44,838.91,B,37337.22,1510.79,High,0.15,0.06,1.54
10,ME,MORTGAGE,25.31,68000.0,12,166146,72062,13600,12000,11.99,266.88,B,11403.21,502.22,Low,0.18,0.43,25.74
6,VA,MORTGAGE,17.47,70000.0,12,267372,29347,14900,30000,11.98,667.04,B,28886.34,847.53,Low,0.43,0.11,17.58
5,CA,OWN,9.06,55000.0,16,37930,15975,20100,5000,9.43,160.01,B,4634.99,109.78,Low,0.09,0.42,9.48
10,NY,OWN,29.67,50000.0,9,202502,37835,15600,6000,11.98,199.23,B,5719.95,110.42,Low,0.12,0.19,29.86
10,CA,MORTGAGE,31.4,104000.0,7,297257,284016,11400,18000,10.9,588.45,B,16713.54,457.09,High,0.17,0.96,32.36
4,TX,MORTGAGE,12.91,115000.0,7,237660,55743,33900,10000,9.44,320.05,B,9023.01,297.97,High,0.09,0.23,13.14
10,IL,MORTGAGE,9.31,180000.0,21,394641,99831,88400,8500,9.92,273.96,B,7883.85,208.08,High,0.05,0.25,9.56
10,PA,MORTGAGE,26.4,77856.0,17,305308,59868,25200,10400,9.43,332.81,B,9539.34,226.87,High,0.13,0.2,26.6
10,KY,OWN,12.46,55000.0,8,47065,20346,6000,13000,11.98,289.05,B,12517.41,375.91,Low,0.24,0.43,12.89
7,FL,OWN,16.13,40000.0,11,177753,17736,12000,8000,9.93,257.88,B,7025.61,306.18,Low,0.2,0.1,16.23
3,GA,MORTGAGE,22.84,175000.0,16,631405,130079,149100,40000,11.98,1328.2,B,37185.49,1263.27,High,0.23,0.21,23.05
4,LA,RENT,27.66,86000.0,6,249350,262055,25400,10500,10.91,343.31,B,9495.01,352.57,High,0.12,1.05,28.71
2,FL,MORTGAGE,15.48,101000.0,9,135747,77990,80100,40000,9.44,1280.2,B,35095.78,1454.82,High,0.4,0.57,16.05
2,MO,MORTGAGE,18.12,80000.0,34,80365,59541,10400,13000,9.93,419.05,B,11738.55,396.82,High,0.16,0.74,18.86
2,SC,RENT,7.04,375000.0,4,115778,84991,30000,40000,9.44,1280.2,B,35095.78,1475.8,High,0.11,0.73,7.77
10,NY,RENT,2.43,39000.0,4,2534,1026,1100,3000,11.98,99.62,B,2759.47,54.72,Low,0.08,0.4,2.83
6,NJ,RENT,15.65,70000.0,12,84984,31919,49000,28000,9.93,593.96,B,26158.47,1112.82,Low,0.4,0.38,16.03
10,AR,OWN,16.11,170000.0,13,159841,87154,52900,16000,9.93,339.41,B,15161.63,501.62,High,0.09,0.55,16.66
10,MA,MORTGAGE,4.24,125000.0,11,504652,11308,8800,30000,9.92,966.89,B,27825.45,709.59,High,0.24,0.02,4.26
1,OH,RENT,22.67,17000.0,5,17289,10607,2900,2000,10.91,65.4,B,1759.32,67.79,Low,0.12,0.61,23.28
10,TX,OWN,29.66,28000.0,8,51900,21739,33200,16000,10.42,519.44,B,14458.03,526.53,Low,0.57,0.42,30.08
0,NC,MORTGAGE,7.2,55000.0,6,266379,42869,9300,11000,11.99,244.64,B,10452.94,424.17,Low,0.2,0.16,7.36
0,AL,MORTGAGE,28.23,40296.0,14,237498,123342,23400,15000,11.99,498.15,B,0.0,392.79,Low,0.37,0.52,28.75
10,HI,RENT,10.35,130000.0,9,89368,44198,35500,8000,10.42,259.72,B,371.17,117.06,High,0.06,0.49,10.84
2,AK,MORTGAGE,24.19,21000.0,10,25300,17819,21500,24000,10.42,779.16,B,21096.21,957.28,Low,1.14,0.7,24.89
10,MO,MORTGAGE,17.36,110000.0,11,87550,60828,24300,18000,10.91,588.54,B,15836.57,768.36,High,0.16,0.69,18.05
9,IL,MORTGAGE,8.57,79000.0,4,224818,28022,29000,20400,9.93,432.74,B,19058.33,799.52,High,0.26,0.12,8.69
5,TX,MORTGAGE,30.96,50000.0,25,239445,43659,62400,12000,11.98,398.46,B,11155.65,335.06,Low,0.24,0.18,31.14
9,WA,OWN,7.97,67000.0,7,17500,11424,13100,15000,10.42,486.98,B,13554.39,493.63,Low,0.22,0.65,8.62
10,NM,RENT,16.31,90000.0,12,79813,50734,17200,7000,10.41,227.23,B,6496.14,173.78,High,0.08,0.64,16.95
10,MI,MORTGAGE,23.57,73000.0,15,169567,35850,2900,7000,11.99,232.47,B,6170.96,323.98,High,0.1,0.21,23.78
10,TX,MORTGAGE,27.22,95000.0,23,332270,112694,41800,25000,9.93,805.86,B,0.0,8.97,High,0.26,0.34,27.56
5,NJ,MORTGAGE,3.17,110000.0,11,403000,11499,39000,12000,9.44,251.68,B,11201.13,446.94,High,0.11,0.03,3.2
8,NY,MORTGAGE,27.7,62000.0,17,106801,79437,7100,12000,10.42,389.58,B,10843.53,387.96,Low,0.19,0.74,28.44
3,KS,RENT,26.06,61300.0,20,110721,102344,15000,7200,10.41,233.72,B,6681.75,178.75,Low,0.12,0.92,26.98
6,NY,RENT,9.6,57000.0,4,31581,14845,14900,8000,9.44,256.04,B,7019.15,265.79,Low,0.14,0.47,10.07
7,NY,RENT,24.97,65000.0,10,70671,40775,26300,18000,10.91,588.54,B,15836.57,757.45,Low,0.28,0.58,25.55
9,NY,MORTGAGE,43.93,64000.0,13,564450,93239,46500,35200,11.99,1168.98,B,31031.15,1652.6,Low,0.55,0.17,44.1
9,AR,MORTGAGE,25.66,60000.0,9,130151,41111,26700,20000,9.93,424.26,B,18952.04,638.05,Low,0.33,0.32,25.98
3,CA,MORTGAGE,1.44,220000.0,8,111921,52398,63300,40000,9.43,838.71,B,37877.64,1211.52,High,0.18,0.47,1.91
5,DE,MORTGAGE,18.77,100000.0,17,482752,90235,19600,14000,9.92,451.22,B,12985.2,331.14,High,0.14,0.19,18.96
10,SD,MORTGAGE,23.94,55000.0,8,306226,27315,21000,18500,11.98,411.34,B,17579.74,712.79,Low,0.34,0.09,24.03
4,CA,RENT,13.4,120000.0,8,89016,49643,26400,10000,9.43,320.01,B,9270.01,219.56,High,0.08,0.56,13.96
10,OR,RENT,30.93,48000.0,20,116353,95299,30500,10000,10.91,326.97,B,8939.53,359.36,Low,0.21,0.82,31.75
5,OH,MORTGAGE,2.21,51000.0,3,116500,9508,12000,5000,10.9,163.46,B,4642.64,129.99,Low,0.1,0.08,2.29
1,PA,RENT,16.45,65000.0,7,57816,28263,25400,5500,10.41,178.54,B,5104.1,136.54,Low,0.08,0.49,16.94
2,CA,RENT,10.52,85000.0,5,55552,27470,13500,8000,9.44,256.04,B,7019.16,295.16,High,0.09,0.49,11.01
10,AL,MORTGAGE,20.97,52000.0,12,251476,24341,34000,12675,10.41,411.44,B,11762.68,307.34,Low,0.24,0.1,21.07
1,NY,RENT,0.75,130000.0,4,9100,800,1100,4000,10.42,129.86,B,563.13,80.25,High,0.03,0.09,0.84
0,MI,MORTGAGE,13.0,85000.0,13,131847,69595,47800,24000,9.93,773.63,B,0.0,703.33,High,0.28,0.53,13.53
10,CA,MORTGAGE,9.56,55000.0,11,314147,15973,72100,11000,9.92,354.53,B,0.0,1.41,Low,0.2,0.05,9.61
1,GA,OWN,20.49,18624.0,4,18964,11001,0,10000,11.98,222.35,B,9628.77,282.51,Low,0.54,0.58,21.07
10,MN,MORTGAGE,49.32,53000.0,15,319536,154365,63600,16000,9.43,335.49,B,15578.84,241.44,Low,0.3,0.48,49.8
10,MO,MORTGAGE,17.19,129000.0,10,389325,136811,38100,40000,9.44,838.91,B,37878.29,1191.97,High,0.31,0.35,17.54
2,NH,RENT,16.37,50000.0,9,39814,25131,11300,5825,10.91,190.46,B,5267.45,200.76,Low,0.12,0.63,17.0
10,MA,RENT,15.76,125000.0,10,506983,143585,16000,7000,9.44,224.04,B,6141.74,258.27,High,0.06,0.28,16.04
5,FL,RENT,27.64,35000.0,12,61446,36391,24100,10800,11.98,240.14,B,10399.06,312.29,Low,0.31,0.59,28.23
10,CA,MORTGAGE,3.66,300000.0,6,1340300,48122,53500,31200,9.93,661.84,B,29565.21,969.54,High,0.1,0.04,3.7
4,TX,MORTGAGE,33.73,120000.0,27,412469,126970,71100,25000,9.92,530.2,B,24021.35,598.17,High,0.21,0.31,34.04
0,OH,MORTGAGE,25.16,53000.0,19,212046,43698,33900,12800,10.9,277.67,B,12475.73,215.57,Low,0.24,0.21,25.37
5,IN,MORTGAGE,42.64,45000.0,12,243108,47123,13900,24000,9.93,509.11,B,22421.54,1046.53,Low,0.53,0.19,42.83
0,CA,MORTGAGE,3.42,34000.0,4,10782,6735,4000,1500,10.42,48.7,B,1355.43,49.36,Low,0.04,0.62,4.04
10,PA,MORTGAGE,4.2,110000.0,11,371900,14658,62700,24000,9.92,508.99,B,23376.25,381.0,High,0.22,0.04,4.24
10,AZ,OWN,17.46,45500.0,10,196864,26403,13800,6000,11.99,199.26,B,5434.35,227.39,Low,0.13,0.13,17.59
2,CA,RENT,2.2,89000.0,3,12600,5173,11100,10000,9.43,320.01,B,9270.01,219.56,High,0.11,0.41,2.61
5,SC,MORTGAGE,3.72,58000.0,6,266417,12488,3900,5000,10.91,163.49,B,4521.4,172.33,Low,0.09,0.05,3.77
4,CA,MORTGAGE,11.24,89000.0,7,200165,24250,10500,6000,11.98,199.23,B,5719.95,114.42,High,0.07,0.12,11.36
10,TX,RENT,26.69,90000.0,7,66313,41343,9250,8500,9.43,272.01,B,7879.51,191.09,High,0.09,0.62,27.31
10,CA,RENT,16.72,120000.0,16,103833,55430,24800,21625,10.91,469.21,B,20519.63,738.7,High,0.18,0.53,17.25
10,CO,RENT,34.06,60000.0,12,136600,60422,46700,9600,10.9,313.84,B,8913.89,249.6,Low,0.16,0.44,34.5
1,OH,MORTGAGE,25.71,50000.0,17,96313,32621,12700,10000,9.44,320.05,B,8773.94,368.95,Low,0.2,0.34,26.05
3,CA,RENT,1.78,35000.0,2,17000,3458,13000,12000,9.43,384.01,B,11124.02,263.48,Low,0.34,0.2,1.98
8,MI,OWN,16.12,43000.0,10,140309,21978,14400,8000,11.98,265.64,B,7173.35,143.98,Low,0.19,0.16,16.28
10,NY,OWN,28.28,161105.0,14,130606,116429,38100,15000,10.9,490.38,B,13927.93,380.9,High,0.09,0.89,29.17
5,OH,MORTGAGE,18.19,26000.0,21,46579,27078,11600,5600,10.91,183.1,B,5064.0,187.91,Low,0.22,0.58,18.77
10,MO,OWN,29.73,54000.0,26,94107,47045,20100,9000,10.41,292.15,B,8352.19,218.23,Low,0.17,0.5,30.23
10,IN,MORTGAGE,30.59,37000.0,11,88420,64140,29100,10000,11.99,222.4,B,9375.22,473.9,Low,0.27,0.73,31.32
1,PA,RENT,17.45,50000.0,19,83500,33877,52800,25000,9.43,800.01,B,23023.53,455.69,Low,0.5,0.41,17.86
10,KY,OWN,24.0,50000.0,13,119524,39342,66600,25000,9.92,530.2,B,24021.35,536.17,Low,0.5,0.33,24.33
5,NJ,RENT,3.96,200000.0,8,58500,21776,34200,30000,10.42,643.63,B,28050.79,1251.57,High,0.15,0.37,4.33
8,NY,RENT,22.6,60000.0,10,67700,23522,50500,10000,10.42,324.65,B,9036.27,323.29,Low,0.17,0.35,22.95
1,LA,OWN,13.63,53000.0,6,37700,16835,27700,6250,9.92,201.44,B,5796.96,147.84,Low,0.12,0.45,14.08
4,IN,MORTGAGE,15.31,111996.0,12,293091,46479,53900,30000,11.99,667.19,B,28508.06,1176.09,High,0.27,0.16,15.47
8,CA,RENT,2.78,25000.0,9,41300,2461,29100,6500,9.43,208.01,B,6025.5,142.72,Low,0.26,0.06,2.84
2,MA,RENT,19.41,105000.0,15,106781,75510,37000,22000,11.98,730.51,B,19945.85,608.1,High,0.21,0.71,20.12
4,FL,RENT,8.74,85000.0,9,36992,16124,11000,9600,11.99,318.82,B,8694.95,363.84,High,0.11,0.44,9.18
0,AL,RENT,15.29,65000.0,7,38000,27149,29500,25000,10.41,811.51,B,23805.57,414.13,Low,0.38,0.71,16.0
5,WV,OWN,10.05,36598.0,18,69969,42168,19500,16800,10.9,549.22,B,15599.3,436.79,Low,0.46,0.6,10.65
10,IL,MORTGAGE,15.79,115000.0,11,678546,78258,52400,25000,9.44,524.32,B,24009.28,621.58,High,0.22,0.12,15.91
10,CA,MORTGAGE,5.47,130000.0,6,235777,15108,7000,10000,9.43,320.01,B,9270.01,219.56,High,0.08,0.06,5.53
3,SC,MORTGAGE,18.42,60000.0,13,240113,123983,29500,26400,9.44,844.93,B,23163.22,953.26,Low,0.44,0.52,18.94
4,CT,RENT,9.79,75000.0,11,174212,119189,61300,20000,9.43,419.36,B,19207.22,454.82,High,0.27,0.68,10.47
3,CA,RENT,12.58,60000.0,9,74500,17268,59500,1800,10.42,58.44,B,1582.2,72.32,Low,0.03,0.23,12.81
2,CO,RENT,17.07,35500.0,22,65675,60547,7800,7500,10.42,243.49,B,6592.55,305.66,Low,0.21,0.92,17.99
2,FL,OWN,10.87,65000.0,6,162371,31106,12000,15000,11.99,333.6,B,14254.01,578.42,Low,0.23,0.19,11.06
5,NJ,RENT,14.83,75000.0,6,38958,22488,14300,20000,10.9,653.83,B,19051.38,346.93,High,0.27,0.58,15.41
0,CO,MORTGAGE,15.63,121800.0,11,491842,55723,53500,36000,9.92,763.48,B,34590.77,861.37,High,0.3,0.11,15.74
7,OR,MORTGAGE,25.53,45700.0,10,173800,18224,22800,17400,10.41,564.81,B,15722.87,572.05,Low,0.38,0.1,25.63
3,CA,RENT,13.74,116480.0,8,594367,59440,45200,10000,10.42,324.65,B,8790.09,407.55,High,0.09,0.1,13.84
7,TN,RENT,16.02,55000.0,6,48734,31527,19200,14700,10.9,480.57,B,13292.79,506.17,Low,0.27,0.65,16.67
10,CA,MORTGAGE,20.4,106000.0,9,953050,37671,38100,20000,9.93,644.69,B,17564.07,776.49,High,0.19,0.04,20.44
3,PA,MORTGAGE,22.13,50000.0,17,149426,40303,28800,24000,9.93,509.11,B,22742.46,752.42,Low,0.48,0.27,22.4
1,GA,OWN,27.04,45500.0,12,56302,47021,1000,7000,11.99,232.47,B,6170.95,356.62,Low,0.15,0.84,27.88
4,AL,MORTGAGE,60.3,110000.0,13,254705,173655,66400,30000,10.41,973.81,B,27840.7,744.78,High,0.27,0.68,60.98
5,WA,RENT,17.24,84500.0,6,58023,31248,12300,20000,11.99,664.2,B,17631.3,938.98,High,0.24,0.54,17.78
0,FL,RENT,11.27,110000.0,11,106973,98891,4900,10000,11.99,332.1,B,8815.65,469.49,High,0.09,0.92,12.19
1,AZ,MORTGAGE,23.59,49000.0,12,209434,20820,15000,3600,10.91,117.71,B,3255.42,134.99,Low,0.07,0.1,23.69
10,CA,OWN,18.38,95634.0,5,58850,31269,9500,30000,11.98,667.04,B,29261.25,555.4,High,0.31,0.53,18.91
3,NJ,RENT,6.31,89000.0,7,34038,15307,15600,5000,9.93,161.18,B,4514.8,156.76,High,0.06,0.45,6.76
0,OH,MORTGAGE,26.27,85000.0,23,287054,150247,69500,30000,11.98,667.04,B,28886.34,867.49,High,0.35,0.52,26.79
1,TX,RENT,9.06,60000.0,9,36100,14896,26300,9000,9.43,288.01,B,8120.56,267.88,Low,0.15,0.41,9.47
5,VT,MORTGAGE,30.24,80000.0,17,390394,131956,33000,20000,11.98,444.69,B,19179.29,563.74,High,0.25,0.34,30.58
3,TX,MORTGAGE,9.08,100000.0,9,252145,44423,28400,30000,9.43,629.04,B,28810.83,682.23,High,0.3,0.18,9.26
10,CT,OWN,16.88,106000.0,14,377097,46875,43000,40000,11.98,889.38,B,38515.13,1156.65,High,0.38,0.12,17.0
10,LA,MORTGAGE,8.15,39000.0,2,15000,10401,15000,20000,10.42,649.3,B,18072.54,646.58,Low,0.51,0.69,8.84
2,SC,RENT,6.85,59000.0,6,15625,9075,4500,8500,10.91,277.92,B,7355.83,355.53,Low,0.14,0.58,7.43
0,AR,RENT,17.31,50000.0,6,115076,96488,18300,10000,10.42,324.65,B,9036.27,323.29,Low,0.2,0.84,18.15
10,TX,MORTGAGE,10.38,125000.0,19,283667,36494,32900,20000,9.43,419.36,B,19207.22,454.82,High,0.16,0.13,10.51
10,OH,MORTGAGE,12.14,25600.0,6,80801,8554,6500,3000,9.43,96.01,B,2780.98,65.87,Low,0.12,0.11,12.25
10,MI,MORTGAGE,20.17,70000.0,15,219785,22396,47400,15000,9.44,314.59,B,14204.31,486.28,Low,0.21,0.1,20.27
5,GA,MORTGAGE,24.17,76500.0,11,214501,58064,12500,8000,9.44,256.04,B,7218.41,248.87,High,0.1,0.27,24.44
2,NJ,RENT,19.3,92000.0,17,68406,32326,11500,9000,11.98,298.85,B,8366.72,251.29,High,0.1,0.47,19.77
2,RI,MORTGAGE,10.87,39400.0,5,36500,17862,34500,20000,9.43,640.01,B,18540.06,449.61,Low,0.51,0.49,11.36
10,CA,RENT,11.52,60000.0,3,26400,21513,26400,16000,9.43,512.01,B,14832.04,359.69,Low,0.27,0.81,12.33
10,MI,MORTGAGE,23.23,150000.0,26,756528,197380,44000,15000,9.44,314.59,B,14204.31,502.0,High,0.1,0.26,23.49
10,MI,OWN,17.18,54000.0,13,33200,16683,12100,7000,10.91,228.88,B,6329.98,241.26,Low,0.13,0.5,17.68
10,FL,MORTGAGE,7.52,220000.0,10,285908,57734,9700,24000,11.99,533.75,B,22806.46,925.47,High,0.11,0.2,7.72
10,NJ,MORTGAGE,21.86,75000.0,7,510674,21864,16100,6175,10.9,201.87,B,5533.67,160.54,High,0.08,0.04,21.9
7,PA,RENT,3.1,780000.0,19,137675,82432,60500,12000,10.91,392.36,B,10557.71,512.24,High,0.02,0.6,3.7
0,FL,RENT,11.47,43000.0,11,46904,28968,17500,4000,9.92,128.92,B,3710.06,92.41,Low,0.09,0.62,12.09
5,TN,OWN,8.86,70000.0,4,48837,22224,19000,40000,10.42,858.18,B,37401.02,1645.61,Low,0.57,0.46,9.32
4,MS,MORTGAGE,14.97,65000.0,5,299261,26609,10600,12000,9.44,384.06,B,10827.62,357.57,Low,0.18,0.09,15.06
7,KY,MORTGAGE,36.49,64000.0,14,434447,150679,26900,30000,9.93,967.03,B,27089.0,981.94,Low,0.47,0.35,36.84
10,IN,MORTGAGE,27.38,37000.0,7,168798,30399,97600,20000,10.9,433.86,B,19236.53,526.0,Low,0.54,0.18,27.56
10,NY,MORTGAGE,17.84,67600.0,12,136906,30244,33200,20000,10.41,649.21,B,18560.45,496.51,Low,0.3,0.22,18.06
9,NC,MORTGAGE,52.22,32500.0,7,304578,67494,10300,12000,11.99,398.52,B,10868.71,454.8,Low,0.37,0.22,52.44
10,AL,MORTGAGE,18.92,55000.0,6,155770,79141,15500,11700,11.99,260.21,B,11040.27,445.42,Low,0.21,0.51,19.43
4,TX,MORTGAGE,24.57,72000.0,9,198390,45870,7300,14400,11.99,478.22,B,13042.46,545.75,High,0.2,0.23,24.8
3,CA,OWN,13.58,50000.0,15,50737,19585,40500,24000,11.99,797.03,B,21157.61,1126.77,Low,0.48,0.39,13.97
1,NC,OWN,31.09,165000.0,16,667279,201020,57600,14000,9.92,296.91,B,13453.47,328.77,High,0.08,0.3,31.39
10,VA,MORTGAGE,12.92,65000.0,8,263690,15550,20000,20000,9.92,644.6,B,19037.5,315.68,Low,0.31,0.06,12.98
10,UT,RENT,15.88,107000.0,17,345588,141401,24300,6000,10.91,196.18,B,5425.71,206.79,High,0.06,0.41,16.29
1,NY,RENT,29.46,35000.0,7,48987,33644,7000,5250,11.98,174.33,B,4880.58,156.75,Low,0.15,0.69,30.15
0,CA,RENT,7.68,15000.0,4,15900,3690,10300,2000,10.91,65.4,B,264.6,24.99,Low,0.13,0.23,7.91
10,MD,MORTGAGE,7.47,71000.0,11,486929,37078,9100,10000,9.44,209.73,B,9334.29,377.7,High,0.14,0.08,7.55
5,CT,MORTGAGE,29.36,107000.0,14,225546,333531,28300,34200,10.9,741.89,B,32894.49,899.45,High,0.32,1.48,30.84
2,CT,RENT,4.75,185000.0,8,298154,24491,49800,35000,9.92,742.27,B,33629.93,818.16,High,0.19,0.08,4.83
5,NE,MORTGAGE,30.09,40000.0,11,114438,19895,13200,10000,10.91,326.97,B,9042.83,344.65,Low,0.25,0.17,30.26
